# List of primitive operators.
# See README.txt.
# $Id: primitives.csv,v 1.86 2008/03/11 08:53:57 katsu Exp $

GenericOS_getSTDIN,,"int -> word",1,,IMLPrim_GenericOS_getSTDIN,effective
GenericOS_getSTDOUT,,"int -> word",1,,IMLPrim_GenericOS_getSTDOUT,effective
GenericOS_getSTDERR,,"int -> word",1,,IMLPrim_GenericOS_getSTDERR,effective
# FILE* fileOpen(fileName, mode)
GenericOS_fileOpen,,"string * string -> word",2,,IMLPrim_GenericOS_fileOpen,effective
GenericOS_fileClose,,"word -> unit",1,,IMLPrim_GenericOS_fileClose,effective
# buffer fileRead(FILE*, nbytes)
GenericOS_fileRead,,"word * int -> byteArray",2,,IMLPrim_GenericOS_fileRead,effective
# readBytes fileReadBuf(FILE*, buffer, start, nbytes)
GenericOS_fileReadBuf,,"word * byteArray * int * int -> int",4,,IMLPrim_GenericOS_fileReadBuf,effective
# writtenBytes fileWrite(FILE*, buffer, start, nbytes)
GenericOS_fileWrite,,"word * byteArray * int * int -> int",4,,IMLPrim_GenericOS_fileWrite,effective
GenericOS_fileSetPosition,,"word * int -> int",2,,IMLPrim_GenericOS_fileSetPosition,effective
GenericOS_fileGetPosition,,"word -> int",1,,IMLPrim_GenericOS_fileGetPosition,effective
# returns the file descriptor.
GenericOS_fileNo,,"word -> int",1,,IMLPrim_GenericOS_fileNo,effective
# returns size of an opened file
GenericOS_fileSize,,"word -> int",1,,IMLPrim_GenericOS_fileSize,effective

GenericOS_isRegFD,,"word -> bool",1,,IMLPrim_GenericOS_isRegFD,effective
GenericOS_isDirFD,,"word -> bool",1,,IMLPrim_GenericOS_isDirFD,effective
GenericOS_isChrFD,,"word -> bool",1,,IMLPrim_GenericOS_isChrFD,effective
GenericOS_isBlkFD,,"word -> bool",1,,IMLPrim_GenericOS_isBlkFD,effective
GenericOS_isLinkFD,,"word -> bool",1,,IMLPrim_GenericOS_isLinkFD,effective
GenericOS_isFIFOFD,,"word -> bool",1,,IMLPrim_GenericOS_isFIFOFD,effective
GenericOS_isSockFD,,"word -> bool",1,,IMLPrim_GenericOS_isSockFD,effective
GenericOS_poll,,"((int * word) array * (int * int) option) -> (int * word) array",2,,IMLPrim_GenericOS_poll,effective
GenericOS_getPOLLINFlag,,"int -> word",1,,IMLPrim_GenericOS_getPOLLINFlag,effective
GenericOS_getPOLLOUTFlag,,"int -> word",1,,IMLPrim_GenericOS_getPOLLOUTFlag,effective
GenericOS_getPOLLPRIFlag,,"int -> word",1,,IMLPrim_GenericOS_getPOLLPRIFlag,effective

# int system(char* name)
GenericOS_system,,"string -> int",1,,IMLPrim_GenericOS_system,effective
# void exit(int)
GenericOS_exit,,"int -> unit",1,,IMLPrim_GenericOS_exit,effective
GenericOS_getEnv,,"string -> (string) option",1,,IMLPrim_GenericOS_getEnv,effective
# void sleep(unsigned int seconds)
GenericOS_sleep,,"word -> unit",1,,IMLPrim_GenericOS_sleep,effective

GenericOS_openDir,,"string -> word",1,,IMLPrim_GenericOS_openDir,effective
GenericOS_readDir,,"word -> (string) option",1,,IMLPrim_GenericOS_readDir,effective
GenericOS_rewindDir,,"word -> unit",1,,IMLPrim_GenericOS_rewindDir,effective
GenericOS_closeDir,,"word -> unit",1,,IMLPrim_GenericOS_closeDir,effective
GenericOS_chDir,,"string -> unit",1,,IMLPrim_GenericOS_chDir,effective
GenericOS_getDir,,"int -> string",1,,IMLPrim_GenericOS_getDir,effective
GenericOS_mkDir,,"string -> unit",1,,IMLPrim_GenericOS_mkDir,effective
GenericOS_rmDir,,"string -> unit",1,,IMLPrim_GenericOS_rmDir,effective
GenericOS_isDir,,"string -> bool",1,,IMLPrim_GenericOS_isDir,effective
GenericOS_isLink,,"string -> bool",1,,IMLPrim_GenericOS_isLink,effective
GenericOS_readLink,,"string -> string",1,,IMLPrim_GenericOS_readLink,effective
GenericOS_getFileModTime,,"string -> int",1,,IMLPrim_GenericOS_getFileModTime,effective
GenericOS_setFileTime,,"string * int -> unit",2,,IMLPrim_GenericOS_setFileTime,effective
GenericOS_getFileSize,,"string -> int",1,,IMLPrim_GenericOS_getFileSize,effective
GenericOS_remove,,"string -> unit",1,,IMLPrim_GenericOS_remove,effective
GenericOS_rename,,"string * string -> unit",2,,IMLPrim_GenericOS_rename,effective
GenericOS_isFileExists,,"string -> bool",1,,IMLPrim_GenericOS_isFileExists,effective
GenericOS_isFileReadable,,"string -> bool",1,,IMLPrim_GenericOS_isFileReadable,effective
GenericOS_isFileWritable,,"string -> bool",1,,IMLPrim_GenericOS_isFileWritable,effective
GenericOS_isFileExecutable,,"string -> bool",1,,IMLPrim_GenericOS_isFileExecutable,effective
GenericOS_tempFileName,,"unit -> string",1,,IMLPrim_GenericOS_tempFileName,effective
GenericOS_getFileID,,"string -> word",1,,IMLPrim_GenericOS_getFileID,effective

CommandLine_name,,"int -> string",1,,IMLPrim_CommandLine_name,effective
CommandLine_arguments,,"int -> (string) array",1,,IMLPrim_CommandLine_arguments,effective

Date_ascTime,,"(int * int * int * int * int * int * int * int * int) -> string",9,,IMLPrim_Date_ascTime,effective
Date_localTime,,"int -> (int * int * int * int * int * int * int * int * int)",1,,IMLPrim_Date_localTime,effective
Date_gmTime,,"int -> (int * int * int * int * int * int * int * int * int)",1,,IMLPrim_Date_gmTime,effective
Date_mkTime,,"(int * int * int * int * int * int * int * int * int) -> int",9,,IMLPrim_Date_mkTime,effective
Date_strfTime,,"(string * (int * int * int * int * int * int * int * int * int)) -> string",2,,IMLPrim_Date_strfTime,effective

Timer_getTime,,"int -> (int * int * int * int * int * int)",1,,IMLPrim_Timer_getTime,effective

# There Math primitives are effective since underlying GMP may raise exception.
Math_sqrt,,"real -> real",1,,IMLPrim_Math_sqrt,effective
Math_sin,,"real -> real",1,,IMLPrim_Math_sin,effective
Math_cos,,"real -> real",1,,IMLPrim_Math_cos,effective
Math_tan,,"real -> real",1,,IMLPrim_Math_tan,effective
Math_asin,,"real -> real",1,,IMLPrim_Math_asin,effective
Math_acos,,"real -> real",1,,IMLPrim_Math_acos,effective
Math_atan,,"real -> real",1,,IMLPrim_Math_atan,effective
Math_atan2,,"real * real -> real",2,,IMLPrim_Math_atan2,effective
Math_exp,,"real -> real",1,,IMLPrim_Math_exp,effective
Math_pow,,"real * real -> real",2,,IMLPrim_Math_pow,effective
Math_ln,,"real -> real",1,,IMLPrim_Math_ln,effective
Math_log10,,"real -> real",1,,IMLPrim_Math_log10,effective
Math_sinh,,"real -> real",1,,IMLPrim_Math_sinh,effective
Math_cosh,,"real -> real",1,,IMLPrim_Math_cosh,effective
Math_tanh,,"real -> real",1,,IMLPrim_Math_tanh,effective

StandardC_errno,,"unit -> int",1,,IMLPrim_StandardC_errno,noneffective

UnmanagedMemory_allocate,,"int -> (unit) ptr",1,,IMLPrim_UnmanagedMemory_allocate,effective
UnmanagedMemory_release,,"(unit) ptr -> unit",1,,IMLPrim_UnmanagedMemory_release,effective
UnmanagedMemory_sub,,"(unit) ptr -> byte",1,,IMLPrim_UnmanagedMemory_sub,effective
UnmanagedMemory_update,,"(unit) ptr * byte -> unit",2,,IMLPrim_UnmanagedMemory_update,effective
UnmanagedMemory_subWord,,"(unit) ptr -> word",1,,IMLPrim_UnmanagedMemory_subWord,effective
UnmanagedMemory_updateWord,,"(unit) ptr * word -> unit",2,,IMLPrim_UnmanagedMemory_updateWord,effective
UnmanagedMemory_subInt,,"(unit) ptr -> int",1,,IMLPrim_UnmanagedMemory_subWord,effective
UnmanagedMemory_updateInt,,"(unit) ptr * int -> unit",2,,IMLPrim_UnmanagedMemory_updateWord,effective
UnmanagedMemory_subReal,,"(unit) ptr -> real",1,,IMLPrim_UnmanagedMemory_subReal,effective
UnmanagedMemory_updateReal,,"(unit) ptr * real -> unit",2,,IMLPrim_UnmanagedMemory_updateReal,effective
UnmanagedMemory_import,,"(unit) ptr * int -> byteArray",2,,IMLPrim_UnmanagedMemory_import,effective
UnmanagedMemory_export,,"byteArray * int * int -> (unit) ptr",3,,IMLPrim_UnmanagedMemory_export,effective
UnmanagedString_size,,"(unit) ptr -> int",1,,IMLPrim_UnmanagedString_size,effective

DynamicLink_dlopen,,"string -> (unit) ptr",1,,IMLPrim_DynamicLink_dlopen,effective
DynamicLink_dlclose,,"(unit) ptr -> unit",1,,IMLPrim_DynamicLink_dlclose,effective
DynamicLink_dlsym,,"(unit) ptr * string -> (unit) ptr",2,,IMLPrim_DynamicLink_dlsym,effective

# actual domain type of addFinalizable is: 'a ref * ('a ref -> unit) ref
GC_addFinalizable,,"['a.('a) ref -> int]",1,,IMLPrim_GC_addFinalizable,effective
GC_doGC,,"int -> unit",1,,IMLPrim_GC_doGC,effective
GC_fixedCopy,,"['a.('a) ref -> unit]",1,,IMLPrim_GC_fixedCopy,effective
GC_releaseFLOB,,"['a.('a) ref -> unit]",1,,IMLPrim_GC_releaseFLOB,effective
GC_addressOfFLOB,,"['a.('a) ref -> (unit) ptr]",1,,IMLPrim_GC_addressOfFLOB,effective
GC_copyBlock,,"['a.('a) ref -> unit]",1,,IMLPrim_GC_copyBlock,effective
GC_isAddressOfBlock,,"(unit) ptr -> bool",1,,IMLPrim_GC_isAddressOfBlock,effective
GC_isAddressOfFLOB,,"(unit) ptr -> bool",1,,IMLPrim_GC_isAddressOfFLOB,effective

Platform_getPlatform,,"unit -> string",1,,IMLPrim_Platform_getPlatform,effective
Platform_isBigEndian,,"unit -> bool",1,,IMLPrim_Platform_isBigEndian,noneffective

Pack_packWord32Little,,"(byte * byte * byte * byte) -> word",4,,IMLPrim_Pack_packWord32Little,effective
Pack_packWord32Big,,"(byte * byte * byte * byte) -> word",4,,IMLPrim_Pack_packWord32Big,effective
Pack_unpackWord32Little,,"word -> (byte * byte * byte * byte)",1,,IMLPrim_Pack_unpackWord32Little,effective
Pack_unpackWord32Big,,"word -> (byte * byte * byte * byte)",1,,IMLPrim_Pack_unpackWord32Big,effective
Pack_packReal64Little,,"(byte * byte * byte * byte * byte * byte * byte * byte) -> real",8,,IMLPrim_Pack_packReal64Little,effective
Pack_packReal64Big,,"(byte * byte * byte * byte * byte * byte * byte * byte) -> real",8,,IMLPrim_Pack_packReal64Big,effective
Pack_unpackReal64Little,,"real -> (byte * byte * byte * byte * byte * byte * byte * byte)",1,,IMLPrim_Pack_unpackReal64Little,effective
Pack_unpackReal64Big,,"real -> (byte * byte * byte * byte * byte * byte * byte * byte)",1,,IMLPrim_Pack_unpackReal64Big,effective

Pack_packReal32Little,,"(byte * byte * byte * byte) -> float",4,,IMLPrim_Pack_packReal32Little,effective
Pack_packReal32Big,,"(byte * byte * byte * byte) -> float",4,,IMLPrim_Pack_packReal32Big,effective
Pack_unpackReal32Little,,"float -> (byte * byte * byte * byte)",1,,IMLPrim_Pack_unpackReal32Little,effective
Pack_unpackReal32Big,,"float -> (byte * byte * byte * byte)",1,,IMLPrim_Pack_unpackReal32Big,effective

SMLSharpCommandLine_executableImageName,,"unit -> (string) option",1,,IMLPrim_SMLSharpCommandLine_executableImageName,effective

DynamicBind_importSymbol,,"string -> (unit) ptr",1,,IMLPrim_DynamicBind_importSymbol,effective
DynamicBind_exportSymbol,,"string * (unit) ptr -> unit",2,,IMLPrim_DynamicBind_exportSymbol,effective
